,state,comid,agro_processing,milling_facility,feed_mill,corn_husker,cocoa_mill,palm_oil_mill,rice_husker,crop_processing_facility,electricity_available,land_degradation_pct,increase_land_degradation,abandoned_farm_pct,land_issue_soil_erosion,land_issue_poor_roads,land_issue_other,produce_transport_method,extension_services_present,storage_facility_available,challenge_crop_diseases,challenge_animal_damage,sales_difficulties,poor_transport,main_crop_planted
19825,DELTA,COM0017409,Yes,No,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,"YAM, THREE LEAVED"
19826,DELTA,COM0000227,Yes,No,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,Yes,No,No,"YAM, THREE LEAVED"
19827,AKWA IBOM,COM0020276,Yes,No,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Foot,No,Yes,No,No,Yes,Yes,CASSAVA
19828,AKWA IBOM,COM0014815,Yes,No,No,No,No,Yes,No,No,Yes,26%-50%,Staying the same,51%-75%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,OIL PALM TREE
19829,EDO,COM0015399,Yes,Yes,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Car/Van,No,No,Yes,No,No,No,CASSAVA
19830,DELTA,COM0019866,Yes,No,No,No,No,No,No,No,Yes,51%-75%,Increasing,None (0%),,,,Tricycle/Motorcycle,Yes,Yes,Yes,Yes,No,Yes,CASSAVA
19831,BAYELSA,COM0002439,Yes,No,No,No,No,No,No,Yes,Yes,51%-75%,Increasing,26%-50%,0.0,0.0,1.0,Tricycle/Motorcycle,No,No,Yes,Yes,No,No,CASSAVA
19832,EDO,COM0008039,Yes,Yes,No,No,No,Yes,No,Yes,Yes,1%-25%,Increasing,1%-25%,3.0,2.0,1.0,Car/Van,Yes,No,No,No,No,Yes,CASSAVA
19833,AKWA IBOM,COM0009156,No,,,,,,,,Yes,26%-50%,Staying the same,26%-50%,2.0,0.0,0.0,Bicycle,No,No,Yes,Yes,Yes,Yes,"YAM, WHITE"
19834,AKWA IBOM,COM0007687,Yes,Yes,No,No,No,Yes,No,No,Yes,26%-50%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,No,"YAM, THREE LEAVED"
19835,RIVERS,COM0021222,No,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Car/Van,No,No,Yes,No,No,No,CASSAVA
19836,RIVERS,COM0022620,No,,,,,,,,Yes,26%-50%,Staying the same,None (0%),,,,Car/Van,No,No,Yes,Yes,No,Yes,"YAM, WHITE"
19837,AKWA IBOM,COM0023106,Yes,Yes,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Bicycle,No,No,Yes,Yes,Yes,Yes,"YAM, THREE LEAVED"
19838,AKWA IBOM,COM0000708,Yes,No,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Foot,No,No,No,No,No,No,CASSAVA
19839,DELTA,COM0015852,Yes,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,Yes,No,No,CASSAVA
19840,CROSS RIVER,COM0005718,Yes,No,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Boat/Canoe,No,No,Yes,No,Yes,Yes,COCOA
19841,EDO,COM0024564,Yes,No,No,Yes,No,Yes,Yes,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,CASSAVA
19842,CROSS RIVER,COM0018999,Yes,Yes,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,COCOA
19843,RIVERS,COM0017818,No,No,No,No,No,No,No,Yes,Yes,26%-50%,Increasing,None (0%),,,,Car/Van,No,No,No,No,Yes,Yes,CASSAVA
19844,RIVERS,COM0023219,Yes,Yes,No,Yes,No,Yes,No,Yes,No,1%-25%,Staying the same,1%-25%,3.0,0.0,0.0,Tricycle/Motorcycle,No,Yes,Yes,No,No,Yes,CASSAVA
19845,DELTA,COM0004083,Yes,Yes,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,Yes,No,No,PLANTAIN
19846,RIVERS,COM0004666,Yes,No,No,No,No,Yes,No,No,Yes,1%-25%,Decreasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,Yes,CASSAVA
19847,RIVERS,COM0018963,Yes,No,No,No,No,Yes,No,No,No,1%-25%,Staying the same,51%-75%,3.0,0.0,0.0,Tricycle/Motorcycle,No,No,No,No,Yes,Yes,CASSAVA
19848,AKWA IBOM,COM0013227,Yes,No,No,No,No,No,No,No,Yes,1%-25%,Staying the same,1%-25%,0.0,1.0,3.0,Foot,No,No,Yes,Yes,Yes,Yes,CASSAVA
19849,EDO,COM0013174,Yes,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Car/Van,No,No,No,No,No,Yes,CASSAVA
19850,CROSS RIVER,COM0022876,Yes,No,No,No,No,No,No,No,Yes,None (0%),,26%-50%,2.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,No,No,No,"YAM, WHITE"
19851,AKWA IBOM,COM0011640,Yes,Yes,No,No,No,Yes,No,No,Yes,1%-25%,Staying the same,1%-25%,3.0,0.0,0.0,Tricycle/Motorcycle,No,No,No,No,No,No,CASSAVA
19852,BAYELSA,COM0022589,No,,,,,,,,Yes,None (0%),,None (0%),,,,Boat/Canoe,No,No,Yes,Yes,Yes,Yes,
19853,AKWA IBOM,COM0019215,Yes,No,No,No,No,Yes,No,No,Yes,51%-75%,Decreasing,1%-25%,0.0,0.0,1.0,Foot,No,No,Yes,Yes,No,Yes,CASSAVA
19854,DELTA,COM0013795,No,Yes,No,No,No,Yes,No,No,Yes,1%-25%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,Yes,CASSAVA
19855,EDO,COM0012652,Yes,Yes,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,Yes,CASSAVA
19856,AKWA IBOM,COM0003224,Yes,Yes,No,No,No,Yes,No,No,Yes,26%-50%,Increasing,51%-75%,0.0,0.0,0.0,Car/Van,No,No,Yes,Yes,Yes,Yes,CASSAVA
19857,AKWA IBOM,COM0022917,Yes,No,No,No,No,Yes,No,No,Yes,1%-25%,Staying the same,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,CASSAVA
19858,AKWA IBOM,COM0008007,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,Yes,Yes,CASSAVA
19859,DELTA,COM0006635,Yes,No,No,No,No,No,No,No,Yes,26%-50%,Increasing,26%-50%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,No,No,No,CASSAVA
19860,DELTA,COM0019878,Yes,Yes,No,No,No,Yes,No,No,Yes,26%-50%,Decreasing,26%-50%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,No,No,No,No,CASSAVA
19861,EDO,COM0000124,Yes,No,No,No,No,Yes,No,No,Yes,1%-25%,Increasing,1%-25%,1.0,2.0,3.0,Tricycle/Motorcycle,No,No,No,No,Yes,Yes,"YAM, YELLOW"
19862,DELTA,COM0008602,No,,,,,,,,Yes,1%-25%,Increasing,None (0%),,,,Foot,No,No,No,No,No,No,
19863,AKWA IBOM,COM0006789,Yes,No,No,No,No,Yes,No,No,Yes,51%-75%,Decreasing,51%-75%,0.0,2.0,3.0,Foot,No,No,Yes,No,No,Yes,CASSAVA
19864,RIVERS,COM0019732,Yes,No,No,No,No,No,No,No,Yes,1%-25%,Staying the same,1%-25%,0.0,2.0,0.0,Bicycle,No,No,No,No,No,No,
19865,AKWA IBOM,COM0019670,Yes,Yes,No,No,No,Yes,No,No,Yes,51%-75%,Increasing,None (0%),,,,Bicycle,No,No,Yes,No,No,Yes,
19866,RIVERS,COM0022836,Yes,No,No,No,No,No,No,No,Yes,1%-25%,Increasing,26%-50%,0.0,0.0,0.0,Car/Van,No,No,No,No,No,No,
19867,EDO,COM0015314,Yes,No,No,No,No,Yes,No,No,No,1%-25%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,"YAM, WHITE"
19868,DELTA,COM0016776,No,,,,,,,,No,51%-75%,Increasing,51%-75%,0.0,3.0,2.0,Boat/Canoe,No,No,,,,,
19869,EDO,COM0002653,Yes,No,No,No,No,Yes,No,No,Yes,1%-25%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,"YAM, WHITE"
19870,RIVERS,COM0016492,Yes,No,No,No,No,No,No,Yes,Yes,1%-25%,Staying the same,1%-25%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,CASSAVA
19871,AKWA IBOM,COM0012815,Yes,Yes,No,No,No,Yes,No,Yes,Yes,None (0%),,None (0%),,,,Foot,No,No,Yes,No,No,Yes,CASSAVA
19872,EDO,COM0012471,Yes,No,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,CASSAVA
19873,RIVERS,COM0024563,Yes,Yes,No,No,No,Yes,No,No,Yes,51%-75%,Increasing,None (0%),,,,Foot,No,No,No,Yes,No,No,CASSAVA
19874,CROSS RIVER,COM0003429,Yes,No,No,No,No,Yes,No,No,No,None (0%),,1%-25%,0.0,0.0,0.0,Foot,No,No,Yes,Yes,Yes,Yes,COCOA
19875,RIVERS,COM0016846,No,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Car/Van,No,No,,,,,
19876,RIVERS,COM0016141,Yes,Yes,No,No,No,Yes,No,No,Yes,76%-100%,Staying the same,51%-75%,0.0,3.0,2.0,Foot,No,No,No,No,No,No,"YAM, THREE LEAVED"
19877,EDO,COM0007227,No,,,,,,,,Yes,1%-25%,Decreasing,51%-75%,3.0,0.0,0.0,Foot,No,No,Yes,Yes,No,Yes,"YAM, THREE LEAVED"
19878,EDO,COM0019780,Yes,No,No,No,No,Yes,No,Yes,No,None (0%),,76%-100%,0.0,0.0,0.0,Foot,No,No,No,Yes,No,No,CASSAVA
19879,DELTA,COM0024675,Yes,No,No,No,No,No,No,No,Yes,51%-75%,Increasing,1%-25%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,No,No,No,No,CASSAVA
19880,EDO,COM0025986,No,,,,,,,,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,,,,,
19881,DELTA,COM0007116,Yes,No,Yes,No,No,Yes,No,No,No,51%-75%,Increasing,51%-75%,0.0,2.0,1.0,Tricycle/Motorcycle,No,No,Yes,No,Yes,Yes,CASSAVA
19882,RIVERS,COM0017448,Yes,No,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Foot,No,No,No,No,Yes,Yes,CASSAVA
19883,DELTA,COM0002554,Yes,Yes,No,No,No,Yes,No,No,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,CASSAVA
19884,RIVERS,COM0008940,Yes,No,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,Yes,Yes,"YAM, WHITE"
19885,EDO,COM0000567,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,1%-25%,Increasing,26%-50%,2.0,0.0,0.0,Foot,Yes,No,Yes,Yes,Yes,Yes,CASSAVA
19886,RIVERS,COM0002430,Yes,No,No,No,No,Yes,No,No,Yes,26%-50%,Decreasing,26%-50%,0.0,0.0,1.0,Tricycle/Motorcycle,No,No,No,No,No,No,CASSAVA
19887,BAYELSA,COM0001594,No,,,,,,,,No,None (0%),,76%-100%,0.0,0.0,1.0,Boat/Canoe,No,No,,,,,
19888,EDO,COM0017626,Yes,No,No,No,No,Yes,No,Yes,Yes,None (0%),,None (0%),,,,Car/Van,No,No,No,No,No,Yes,
19889,CROSS RIVER,COM0011101,No,,,,,,,,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,Yes,Yes,CASSAVA
19890,CROSS RIVER,COM0017327,Yes,No,No,No,No,Yes,No,No,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,Yes,COCOA
19891,AKWA IBOM,COM0019156,No,No,No,No,No,Yes,No,No,No,None (0%),,None (0%),,,,Car/Van,No,No,No,Yes,Yes,Yes,CASSAVA
19892,EDO,COM0021247,No,,,,,,,,Yes,None (0%),,None (0%),,,,Foot,No,No,,,,,
19893,EDO,COM0001758,No,,,,,,,,Yes,None (0%),,None (0%),,,,Car/Van,No,No,No,No,Yes,Yes,"YAM, WHITE"
19894,RIVERS,COM0005334,Yes,Yes,No,No,No,Yes,No,Yes,No,None (0%),,26%-50%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,Yes,No,No,CASSAVA
19895,CROSS RIVER,COM0015015,Yes,No,No,No,No,Yes,Yes,No,Yes,26%-50%,Increasing,None (0%),,,,Foot,No,No,Yes,No,No,No,"YAM, WHITE"
19896,RIVERS,COM0007418,Yes,No,No,No,No,Yes,No,No,Yes,1%-25%,Increasing,None (0%),,,,Bicycle,No,No,Yes,No,No,No,"YAM, THREE LEAVED"
19897,AKWA IBOM,COM0000803,Yes,No,No,No,No,Yes,No,No,No,51%-75%,Increasing,51%-75%,0.0,0.0,0.0,Boat/Canoe,No,No,Yes,Yes,Yes,Yes,CASSAVA
19898,AKWA IBOM,COM0024327,No,,,,,,,,No,76%-100%,Increasing,51%-75%,0.0,1.0,0.0,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,"YAM, THREE LEAVED"
19899,DELTA,COM0022017,Yes,Yes,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,Yes,CASSAVA
19900,EDO,COM0004896,No,,,,,,,,No,None (0%),,None (0%),,,,Car/Van,No,No,No,No,No,No,COCOA
19901,AKWA IBOM,COM0023438,Yes,No,No,No,No,No,No,No,Yes,26%-50%,Increasing,None (0%),,,,Foot,No,No,Yes,Yes,Yes,Yes,CASSAVA
19902,RIVERS,COM0000174,Yes,No,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,Yes,No,Yes,CASSAVA
19903,EDO,COM0007981,No,,,,,,,,Yes,None (0%),,None (0%),,,,Car/Van,No,No,No,No,No,No,CASSAVA
19904,BAYELSA,COM0013879,Yes,No,No,No,No,No,No,No,Yes,1%-25%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,No,CASSAVA
19905,EDO,COM0013103,Yes,No,No,No,No,No,No,No,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,Yes,
19906,DELTA,COM0010511,No,No,No,No,No,No,No,No,No,1%-25%,Decreasing,1%-25%,0.0,0.0,1.0,Boat/Canoe,No,No,Yes,No,Yes,Yes,"YAM, WHITE"
19907,AKWA IBOM,COM0006617,No,,,,,,,,Yes,1%-25%,Decreasing,None (0%),,,,Car/Van,No,No,Yes,No,Yes,Yes,"YAM, THREE LEAVED"
19908,EDO,COM0021824,No,,,,,,,,Yes,None (0%),,None (0%),,,,Car/Van,No,No,No,No,No,Yes,CASSAVA
19909,BAYELSA,COM0018849,Yes,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,Yes,Yes,CASSAVA
19910,DELTA,COM0002951,Yes,Yes,No,No,No,No,No,No,Yes,26%-50%,Staying the same,None (0%),,,,Tricycle/Motorcycle,Yes,No,No,No,No,No,CASSAVA
19911,AKWA IBOM,COM0000256,Yes,No,No,No,No,No,No,No,Yes,51%-75%,Staying the same,51%-75%,0.0,3.0,0.0,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,OIL PALM TREE
19912,RIVERS,COM0006841,Yes,No,No,No,No,Yes,No,No,No,1%-25%,Staying the same,None (0%),,,,Boat/Canoe,No,No,No,No,No,No,CASSAVA
19913,AKWA IBOM,COM0000839,No,,,,,,,,Yes,1%-25%,Staying the same,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,CASSAVA
19914,CROSS RIVER,COM0026280,No,,,,,,,,Yes,1%-25%,Staying the same,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,
19915,BAYELSA,COM0002611,No,,,,,,,,Yes,26%-50%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,No,CASSAVA
19916,CROSS RIVER,COM0020190,No,,,,,,,,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,Yes,
19917,DELTA,COM0007061,Yes,Yes,No,No,No,Yes,No,No,No,None (0%),,None (0%),,,,Foot,No,No,Yes,Yes,No,Yes,CASSAVA
19918,AKWA IBOM,COM0002276,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,Yes,CASSAVA
19919,CROSS RIVER,COM0004201,Yes,No,No,No,No,Yes,No,Yes,Yes,26%-50%,Decreasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,Yes,Yes,"YAM, WHITE"
19920,RIVERS,COM0003527,Yes,Yes,No,No,No,Yes,No,No,Yes,51%-75%,Increasing,None (0%),,,,Foot,No,No,Yes,Yes,Yes,Yes,"YAM, THREE LEAVED"
19921,DELTA,COM0024626,No,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Boat/Canoe,No,No,No,Yes,No,No,CASSAVA
19922,CROSS RIVER,COM0001690,Yes,No,No,Yes,No,Yes,Yes,No,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,Yes,Yes,Yes,Yes,Yes,CASSAVA
19923,AKWA IBOM,COM0011866,Yes,Yes,Yes,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,CASSAVA
19924,EDO,COM0013521,Yes,Yes,No,No,No,Yes,No,No,Yes,1%-25%,Increasing,None (0%),,,,Foot,No,No,No,Yes,No,Yes,"YAM, WHITE"
19925,DELTA,COM0021655,Yes,Yes,No,No,No,Yes,No,No,Yes,76%-100%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,No,"YAM, THREE LEAVED"
19926,EDO,COM0026460,Yes,No,No,No,No,No,No,Yes,Yes,1%-25%,Increasing,1%-25%,3.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,CASSAVA
19927,AKWA IBOM,COM0023580,Yes,No,No,No,No,Yes,No,No,Yes,51%-75%,Increasing,26%-50%,2.0,0.0,0.0,Other (specify),No,No,No,No,No,Yes,CASSAVA
19928,EDO,COM0012446,Yes,Yes,No,No,No,No,No,No,No,None (0%),,None (0%),,,,Foot,No,No,Yes,Yes,No,No,CASSAVA
19929,CROSS RIVER,COM0024009,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,Yes,Yes,"YAM, WHITE"
19930,EDO,COM0003795,No,,,,,,,,No,None (0%),,1%-25%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,No,No,No,Yes,COCOA
19931,CROSS RIVER,COM0005237,No,,,,,,,,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,Yes,No,CASSAVA
19932,AKWA IBOM,COM0008733,No,,,,,,,,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,Yes,CASSAVA
19933,RIVERS,COM0018976,Yes,No,No,No,No,Yes,No,No,No,26%-50%,Decreasing,26%-50%,0.0,0.0,0.0,Foot,No,No,Yes,Yes,No,Yes,CASSAVA
19934,AKWA IBOM,COM0000881,Yes,No,No,No,No,Yes,No,No,Yes,26%-50%,Decreasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,Yes,Yes,CASSAVA
19935,BAYELSA,COM0001527,No,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Boat/Canoe,No,No,No,No,No,Yes,
19936,CROSS RIVER,COM0010735,Yes,No,No,No,No,Yes,No,No,No,1%-25%,Decreasing,1%-25%,0.0,0.0,0.0,Foot,No,No,Yes,No,Yes,Yes,CASSAVA
19937,AKWA IBOM,COM0021202,Yes,No,No,No,No,Yes,No,No,Yes,26%-50%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,CASSAVA
19938,AKWA IBOM,COM0023909,Yes,Yes,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,Yes,Yes,Yes,
19939,EDO,COM0024621,Yes,No,No,No,No,Yes,No,No,Yes,None (0%),,1%-25%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,No,No,No,Yes,CASSAVA
19940,CROSS RIVER,COM0024032,Yes,No,No,No,No,Yes,No,No,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,Yes,Yes,"YAM, WHITE"
19941,BAYELSA,COM0020322,Yes,Yes,No,No,No,No,No,No,Yes,1%-25%,Staying the same,26%-50%,0.0,0.0,0.0,Foot,No,No,Yes,No,No,Yes,PLANTAIN
19942,BAYELSA,COM0019046,Yes,No,No,No,No,No,No,No,No,1%-25%,Staying the same,None (0%),,,,Boat/Canoe,No,No,No,No,No,No,CASSAVA
19943,AKWA IBOM,COM0014302,Yes,No,No,No,No,No,No,No,No,None (0%),,None (0%),,,,Boat/Canoe,No,No,Yes,Yes,Yes,Yes,CASSAVA
19944,EDO,COM0020401,No,,,,,,,,No,1%-25%,Decreasing,None (0%),,,,Car/Van,No,No,No,No,Yes,No,CASSAVA
19945,AKWA IBOM,COM0018211,Yes,Yes,No,No,No,Yes,No,No,No,26%-50%,Decreasing,26%-50%,0.0,0.0,0.0,Foot,No,No,Yes,Yes,No,No,CASSAVA
19946,BAYELSA,COM0016689,Yes,No,No,No,No,Yes,No,No,Yes,26%-50%,Increasing,26%-50%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,PLANTAIN
19947,AKWA IBOM,COM0024345,Yes,No,No,No,No,Yes,No,No,No,26%-50%,Increasing,1%-25%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,"YAM, WHITE"
19948,CROSS RIVER,COM0005940,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,26%-50%,Staying the same,None (0%),,,,Foot,Yes,Yes,No,No,No,Yes,"YAM, WHITE"
19949,RIVERS,COM0021581,Yes,Yes,Yes,No,No,Yes,No,No,No,1%-25%,Staying the same,1%-25%,2.0,0.0,0.0,Tricycle/Motorcycle,No,Yes,Yes,Yes,No,No,CASSAVA
19950,CROSS RIVER,COM0010471,Yes,No,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,Yes,Yes,
19951,CROSS RIVER,COM0020914,Yes,No,No,No,No,Yes,No,No,No,None (0%),,None (0%),,,,Boat/Canoe,No,No,Yes,No,Yes,Yes,PLANTAIN
19952,DELTA,COM0017173,Yes,Yes,No,No,No,Yes,No,Yes,Yes,1%-25%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,Yes,
19953,DELTA,COM0024481,No,,,,,,,,No,51%-75%,Increasing,51%-75%,0.0,0.0,3.0,Boat/Canoe,No,No,No,No,Yes,No,
19954,DELTA,COM0016217,Yes,No,No,No,No,Yes,No,No,No,51%-75%,Increasing,51%-75%,0.0,0.0,1.0,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,CASSAVA
19955,AKWA IBOM,COM0008504,Yes,Yes,No,No,No,Yes,No,Yes,Yes,51%-75%,Decreasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,CASSAVA
19956,RIVERS,COM0018129,Yes,Yes,No,No,No,No,No,No,Yes,None (0%),,26%-50%,3.0,2.0,0.0,Tricycle/Motorcycle,Yes,No,No,No,Yes,Yes,CASSAVA
19957,EDO,COM0016263,Yes,No,No,No,No,No,No,No,Yes,1%-25%,Increasing,1%-25%,3.0,0.0,0.0,Tricycle/Motorcycle,No,No,No,No,Yes,Yes,"YAM, WHITE"
19958,EDO,COM0025623,Yes,Yes,No,No,No,No,No,No,Yes,26%-50%,Decreasing,26%-50%,0.0,0.0,0.0,Foot,No,No,No,No,No,No,"YAM, THREE LEAVED"
19959,EDO,COM0021528,No,,,,,,,,Yes,None (0%),,None (0%),,,,Car/Van,No,No,No,No,Yes,Yes,"YAM, WHITE"
19960,AKWA IBOM,COM0022360,Yes,No,No,No,No,Yes,No,No,Yes,26%-50%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,No,CASSAVA
19961,EDO,COM0000799,Yes,No,No,No,No,No,No,No,No,26%-50%,Decreasing,26%-50%,0.0,3.0,0.0,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,"YAM, WHITE"
19962,EDO,COM0018040,No,,,,,,,,Yes,None (0%),,None (0%),,,,Car/Van,No,No,No,No,Yes,Yes,COCOA
19963,AKWA IBOM,COM0021952,Yes,No,No,No,No,Yes,No,No,Yes,1%-25%,Increasing,1%-25%,0.0,0.0,1.0,Tricycle/Motorcycle,No,No,Yes,Yes,No,No,CASSAVA
19964,DELTA,COM0016150,No,,,,,,,,Yes,26%-50%,Increasing,1%-25%,3.0,0.0,2.0,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,CASSAVA
19965,RIVERS,COM0006993,Yes,No,No,No,No,Yes,No,Yes,Yes,51%-75%,Increasing,None (0%),,,,Boat/Canoe,No,No,Yes,Yes,No,No,CASSAVA
19966,AKWA IBOM,COM0008477,Yes,No,No,No,No,No,No,No,Yes,1%-25%,Staying the same,1%-25%,0.0,0.0,0.0,Tricycle/Motorcycle,Yes,No,No,No,Yes,No,CASSAVA
19967,EDO,COM0006364,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,,,,,
19968,EDO,COM0004044,Yes,Yes,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,Yes,No,Yes,"YAM, THREE LEAVED"
19969,AKWA IBOM,COM0020871,No,,,,,,,,No,None (0%),,26%-50%,2.0,1.0,0.0,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,OIL PALM TREE
19970,AKWA IBOM,COM0010244,Yes,No,No,No,No,Yes,No,No,No,26%-50%,Decreasing,26%-50%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,No,No,No,No,CASSAVA
19971,RIVERS,COM0009880,Yes,No,No,No,No,No,No,No,No,26%-50%,Decreasing,1%-25%,1.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,CASSAVA
19972,AKWA IBOM,COM0009223,Yes,Yes,No,No,No,Yes,No,Yes,Yes,None (0%),,None (0%),,,,Foot,No,No,Yes,Yes,No,Yes,CASSAVA
19973,EDO,COM0007031,No,,,,,,,,No,None (0%),,1%-25%,1.0,2.0,0.0,Car/Van,No,No,No,No,Yes,Yes,OIL PALM TREE
19974,AKWA IBOM,COM0019143,Yes,Yes,No,No,No,Yes,No,Yes,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,No,CASSAVA
19975,RIVERS,COM0008228,Yes,No,No,No,No,Yes,No,No,Yes,1%-25%,Decreasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,Yes,CASSAVA
